ZONE,DIST,SDIST,COUNTY,TOTHH,HHPOP,TOTPOP,EMPRES,SFHH,MFHH,HH1,HH2,HH3,HH4,INC1,INC2,INC3,INC4,MHHINC,TACRES,RESACRE,CIACRE,Z2SHARE,TEMP,RETEMP,SEREMP,OTHEMP,AGEMP,MANEMP,WHOEMP,AGE0004,AGE0519,AGE2044,AGE4564,AGE65,AGE0513,AGE1417,AGE1824,ESENR,HSENR,COLLENR,COLLENRF,COLLENRP,TAZ1454
1391,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4222,33,0,32,0.117,2710,10,552,1983,0,112,52,0,0,0,0,0,0,0,0,0,0,0,0,0,403
1392,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4222,86,0,86,0.117,2870,10,31,1953,1,867,9,0,0,0,0,0,0,0,0,0,0,0,0,0,403
1393,9,9,3,0,0,0,0,0,0,0,0,0,0,15616,34641,53521,96159,44521,132,0,30,0.117,1643,0,1004,181,0,422,36,0,0,0,0,0,0,0,0,0,0,0,0,0,404
1394,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4222,38,0,38,0.117,764,4,195,141,0,392,32,0,0,0,0,0,0,0,0,0,0,0,0,0,403
1395,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4222,90,0,90,0.117,1052,6,283,193,0,526,44,0,0,0,0,0,0,0,0,0,0,0,0,0,403
1396,9,9,3,14,3,3,20,5,2,0,0,0,0,0,0,0,0,4222,120,0,120,0.117,1250,7,351,228,0,613,52,0,0,2,1,0,0,0,0,0,0,0,0,0,403
1397,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4222,77,0,77,0.117,585,10,170,100,0,282,24,0,0,0,0,0,0,0,0,0,0,0,0,0,403
1398,9,9,3,377,878,882,432,25,352,125,88,91,73,13242,33632,55442,106295,46150,36,21,16,0.308,2,0,0,0,0,2,0,44,41,431,162,205,59,53,31,0,0,0,0,0,421
1399,9,9,3,1190,2770,2778,1362,78,1112,395,277,291,228,13242,33632,55442,106295,46150,135,116,7,0.308,71,5,17,17,0,32,0,112,408,772,1004,484,162,79,121,0,0,0,0,0,421
1400,9,9,3,599,1937,1960,993,263,336,142,153,170,134,13203,35107,54655,97787,49441,136,102,36,0.124,184,85,96,0,0,1,2,123,320,704,588,225,259,87,192,471,0,0,0,0,423
1401,9,9,3,1052,3411,3411,1744,452,600,250,271,299,234,13203,35107,54655,97787,49441,95,58,36,0.124,131,23,49,59,0,0,0,308,687,1428,742,246,492,161,247,348,0,0,0,0,423
1402,9,9,3,615,1400,1408,812,149,466,105,114,218,178,13319,34120,54442,118053,62055,207,50,152,0.088,4671,214,1782,278,0,2050,347,130,49,1028,160,41,243,55,74,0,0,0,0,0,428
1403,9,9,3,0,0,0,0,0,0,0,0,0,0,13319,34120,54442,118053,62055,63,1,56,0.088,1399,49,388,94,3,741,124,0,0,0,0,0,0,0,0,0,0,0,0,0,428
1404,9,9,3,69,148,153,89,15,49,10,10,25,20,13319,34120,54442,118053,62110,103,6,101,0.088,1269,77,276,81,0,709,127,10,0,118,25,5,10,10,20,0,0,0,0,0,427
1405,9,9,3,0,0,0,0,0,0,0,0,0,0,13319,34120,54442,118053,62110,98,0,98,0.088,1491,52,274,114,0,900,151,0,0,0,0,0,0,0,0,0,0,0,0,0,427
1406,9,9,3,514,1171,1173,678,124,390,88,95,182,147,13319,34120,54442,118053,62064,30,19,3,0.088,1,0,0,0,0,1,0,124,84,755,159,51,82,25,75,0,0,0,0,0,426
1407,9,9,3,201,456,458,265,38,162,35,37,70,57,13319,34120,54442,118053,62064,34,10,15,0.088,85,3,16,6,0,52,8,36,66,201,113,42,58,19,55,0,0,0,0,0,426
1408,9,9,3,240,547,553,318,49,192,42,45,85,69,13319,34120,54442,118053,62064,73,15,37,0.088,220,17,49,44,0,95,16,39,92,192,170,60,65,25,88,0,0,0,0,0,426
1409,9,9,3,79,180,181,105,20,59,13,14,29,23,13319,34120,54442,118053,62064,31,2,21,0.088,220,6,50,13,0,127,24,16,17,98,40,10,10,4,17,0,0,0,0,0,426
1410,9,9,3,0,0,0,0,0,0,0,0,0,0,13319,34120,54442,118053,62110,39,0,39,0.088,389,15,74,29,0,233,39,0,0,0,0,0,0,0,0,0,0,0,0,0,427
1411,9,9,3,25,60,135,35,5,25,5,5,10,5,13319,34120,54442,118053,62110,96,6,94,0.088,1639,58,303,123,4,986,165,10,15,75,20,20,20,0,20,0,0,0,0,0,427
1412,9,9,3,733,1977,1992,1154,275,458,160,189,204,179,12902,34659,55478,104812,52879,72,56,16,0.088,273,156,8,1,0,108,0,158,209,1162,372,90,267,76,195,0,0,0,0,0,425
1413,9,9,3,619,1863,1886,992,325,294,150,171,174,123,13017,33921,54369,102744,48411,123,72,51,0.120,1153,157,591,277,1,44,83,141,349,798,440,158,213,106,174,0,0,0,0,0,424
1414,9,9,3,0,0,0,0,0,0,0,0,0,0,14181,33984,54766,103382,62950,161,1,103,0.099,1671,42,421,95,4,1000,109,0,0,0,0,0,0,0,0,0,0,0,0,0,396
1415,9,9,3,4,9,10,6,1,3,1,1,1,2,14181,33984,54766,103382,62950,119,0,117,0.099,1743,45,334,75,0,1205,84,0,2,3,5,0,2,0,1,0,0,0,0,0,396
1416,9,9,3,37,81,81,52,17,20,6,6,10,15,14181,33984,54766,103382,63335,155,2,147,0.099,2797,65,589,143,0,1842,158,2,12,20,31,16,2,0,1,0,0,0,0,0,395
1417,9,9,3,1009,2175,2190,1413,277,732,180,162,272,396,14181,33984,54766,103382,63335,86,89,3,0.099,959,27,193,51,5,625,57,257,91,1467,307,68,213,27,93,0,0,0,0,0,395
1418,9,9,3,395,851,860,553,112,284,70,62,106,155,14181,33984,54766,103382,63335,62,56,10,0.099,244,6,48,13,0,163,14,55,111,322,270,102,56,17,57,0,0,0,0,0,395
1419,9,9,3,325,702,708,456,92,234,58,52,87,128,14181,33984,54766,103382,63335,32,33,1,0.099,0,0,0,0,0,0,0,40,82,351,162,74,51,27,55,0,0,0,0,0,395
1420,9,9,3,96,209,209,109,56,41,33,16,27,19,10654,34655,54878,109917,48107,36,2,34,0.221,1250,254,212,278,0,416,91,12,11,90,32,64,29,170,0,0,0,0,0,0,450
1421,9,9,3,1230,2680,2693,1390,600,630,413,216,343,259,10654,34655,54878,109917,48107,85,63,24,0.221,249,37,35,39,0,115,23,246,211,1365,502,368,147,83,101,0,0,0,0,0,450
1422,9,9,3,208,452,456,235,102,106,71,36,58,44,10654,34655,54878,109917,48107,34,16,18,0.221,257,82,34,47,0,81,14,40,66,169,126,55,27,10,24,0,0,0,0,0,450
1423,9,9,3,344,911,918,447,284,60,112,76,72,86,13279,31964,55567,126319,54173,74,51,22,0.222,959,284,71,1,1,511,92,79,136,301,269,134,63,45,54,0,0,0,0,0,394
1424,9,9,3,186,492,497,242,154,32,61,41,38,46,13279,31964,55567,126319,54173,32,25,2,0.222,29,13,6,0,1,8,1,37,81,214,126,41,46,15,24,0,0,0,0,0,394
1425,9,9,3,632,1516,1548,903,215,415,136,147,206,141,15709,33926,55668,127442,58063,99,65,29,0.165,830,17,329,174,1,253,56,125,276,616,331,199,127,52,114,751,0,0,0,0,393
1426,9,9,3,453,1207,1207,628,332,121,89,82,118,164,14378,34490,55145,128223,69808,126,116,11,0.241,530,126,350,13,1,27,13,91,238,354,319,205,105,44,42,464,0,0,0,0,453
1427,9,9,3,824,2194,2234,1142,601,223,162,151,215,298,14378,34490,55145,128223,69808,211,171,21,0.241,292,188,44,52,1,4,3,170,441,669,554,401,200,68,58,307,0,0,0,0,453
1428,9,9,3,548,1521,1527,704,490,58,77,82,112,278,12964,33864,55857,128812,83708,139,125,6,0.266,39,0,0,37,0,1,1,73,350,388,454,261,180,63,40,692,0,0,0,0,454
1429,9,9,3,483,1341,1368,621,432,51,68,71,99,245,12964,33864,55857,128812,83708,168,141,27,0.266,1031,141,771,42,0,53,24,60,294,248,442,325,170,61,40,148,0,0,0,0,454
1430,9,9,3,522,1450,1466,671,467,55,73,77,107,265,12964,33864,55857,128812,83708,171,146,11,0.266,82,0,11,70,0,1,0,51,330,295,467,324,168,70,32,1166,0,0,0,0,454
1431,9,9,3,456,1278,1290,590,450,7,68,74,69,246,14807,33965,55165,136374,89559,153,140,10,0.267,760,171,389,192,0,0,8,42,279,260,411,298,135,49,56,747,0,0,0,0,455
1432,9,9,3,445,1246,1274,576,438,7,66,72,67,240,14807,33965,55165,136374,89559,151,134,16,0.267,1000,294,582,97,0,0,28,55,298,251,401,269,145,51,60,119,0,0,0,0,455
1433,9,9,3,720,1944,1968,979,274,446,190,134,201,193,13617,33075,55180,112973,55636,158,120,33,0.134,434,95,257,51,3,3,26,122,402,500,628,315,239,76,139,550,0,0,0,0,456
1434,9,9,3,2301,6214,6254,3130,888,1412,609,430,643,619,13617,33075,55180,112973,55636,162,142,15,0.134,148,39,79,19,3,1,8,389,1356,2462,1533,513,784,253,394,0,0,0,0,0,456
1435,9,9,3,973,2815,2845,1323,799,174,157,178,204,434,12976,35104,55671,128778,77683,200,182,18,0.189,207,183,11,0,2,11,0,247,600,844,680,475,337,94,49,688,0,0,0,0,457
1436,9,9,3,810,2342,2356,1101,663,146,130,148,170,361,12976,35104,55671,128778,77683,182,132,35,0.189,559,6,176,108,2,252,15,191,485,787,578,315,271,115,75,0,0,0,0,0,457
1437,9,9,3,650,1695,1709,843,628,22,81,110,145,315,13797,34502,55209,126120,80949,160,133,27,0.309,391,72,261,1,1,43,13,113,306,443,487,361,143,44,41,16,0,0,0,0,452
1438,9,9,3,402,1047,1074,521,388,13,51,67,89,196,13797,34502,55209,126120,80949,161,107,54,0.309,857,66,580,177,1,25,8,66,151,229,316,312,97,23,30,530,1874,0,0,0,452
1439,9,9,3,1459,3417,3457,1762,483,976,377,251,416,418,13499,33592,56225,117773,58944,175,146,29,0.170,674,16,365,254,1,0,38,327,540,1524,665,401,272,54,136,0,0,0,0,0,449
1440,9,9,3,572,1341,1348,691,188,385,148,98,163,162,13499,33592,56225,117773,58944,92,78,14,0.170,595,12,514,64,1,0,4,104,237,568,214,223,99,26,65,0,0,0,0,0,449
1441,9,9,3,744,1743,1745,898,245,498,192,128,212,212,13499,33592,56225,117773,58944,94,56,33,0.170,1395,131,897,334,1,0,32,147,176,837,342,244,109,39,104,0,0,0,0,0,449
1442,9,9,3,290,762,770,342,216,74,50,52,76,111,14848,34679,54773,123905,70899,23,3,10,0.207,229,67,161,0,0,1,0,70,62,392,179,67,32,10,20,0,0,0,0,0,451
1443,9,9,3,973,2561,2563,1148,718,255,167,176,256,374,14848,34679,54773,123905,70899,198,179,7,0.207,411,14,344,1,0,39,13,186,443,825,727,381,278,83,95,0,0,0,0,0,451
1444,9,9,3,636,1676,1702,751,470,167,110,115,168,245,14848,34679,54773,123905,70899,135,125,10,0.207,638,81,474,39,0,33,11,156,332,508,436,272,160,75,62,476,0,0,0,0,451
1445,9,9,3,508,1336,1351,600,374,134,87,92,134,195,14848,34679,54773,123905,70899,107,108,1,0.207,1,0,0,0,0,1,0,69,280,290,430,283,159,40,66,0,0,0,0,0,451
1446,9,9,3,677,1624,1641,967,232,445,146,158,221,151,15709,33926,55668,127442,58063,48,47,2,0.165,105,1,34,56,1,11,3,128,198,851,346,119,141,54,81,7,0,0,0,0,393
1447,9,9,3,282,746,755,367,232,49,92,63,59,70,13279,31964,55567,126319,54173,53,45,2,0.222,10,0,0,9,1,0,0,62,137,219,212,125,68,35,32,89,0,0,0,0,394
1448,9,9,3,75,200,207,97,51,23,25,16,15,18,13279,31964,55567,126319,54173,30,7,23,0.222,2057,173,277,1011,1,487,108,8,29,45,66,59,52,31,59,466,0,0,0,0,394
1449,9,9,3,624,1805,1827,838,415,209,113,142,145,225,12249,34152,55640,120667,66282,80,63,11,0.165,249,50,58,17,2,116,7,188,332,773,375,159,186,63,123,0,0,0,0,0,458
1450,9,9,3,658,1812,1836,946,475,183,136,80,179,264,12927,33880,55161,117962,69052,215,133,82,0.187,679,183,202,93,0,16,185,111,327,587,537,274,151,65,104,1222,0,0,0,0,459
1451,9,9,3,449,1137,1142,628,132,317,102,112,102,133,14807,33446,55135,112684,57593,38,32,5,0.108,342,20,174,24,0,77,46,105,75,794,142,26,108,46,69,0,0,0,0,0,446
1452,9,9,3,936,2369,2404,1309,274,662,212,234,213,277,14807,33446,55135,112684,57593,109,106,4,0.108,37,4,13,3,0,11,6,198,389,948,619,249,242,56,207,0,0,0,0,0,446
1453,9,9,3,370,937,947,517,109,261,84,93,84,110,14807,33446,55135,112684,57593,84,84,1,0.108,3,1,1,0,0,1,0,60,150,287,296,155,81,25,67,0,0,0,0,0,446
1454,9,9,3,1452,3681,3683,2030,426,1026,332,364,330,426,14807,33446,55135,112684,57593,141,88,54,0.108,133,14,32,11,0,51,25,359,389,2009,642,284,229,110,210,0,0,0,0,0,446
1455,9,9,3,1048,2580,2604,1353,178,870,301,181,307,260,13605,33366,54978,111829,53486,99,59,18,0.131,285,50,0,235,0,1,0,270,420,1262,476,176,184,51,188,319,0,0,0,0,448
1456,9,9,3,1137,2803,2806,1468,198,940,328,197,332,281,13605,33366,54978,111829,53486,137,87,45,0.131,874,140,718,8,0,8,0,181,353,1369,622,280,171,63,244,0,0,0,0,0,448
1457,9,9,3,287,663,670,407,141,147,36,47,105,101,11972,33728,54696,113255,66740,56,48,4,0.168,69,41,10,0,0,10,7,39,111,177,205,137,60,16,32,0,0,0,0,0,447
1458,9,9,3,1629,3758,3773,2310,865,764,198,268,589,574,11972,33728,54696,113255,66740,230,158,35,0.168,575,101,365,92,0,10,7,258,426,1521,1003,564,340,82,194,504,0,0,0,0,447
1459,9,9,3,862,2251,2285,1171,243,619,250,186,213,212,13293,33612,54903,115277,53270,142,105,25,0.126,0,0,0,0,0,0,0,166,351,642,736,391,430,130,389,0,0,0,0,0,445
1460,9,9,3,2359,6147,6147,3204,630,1729,676,508,587,588,13293,33612,54903,115277,53270,207,172,35,0.126,1037,550,213,261,0,1,12,574,922,3089,1113,448,414,134,317,0,0,0,0,0,445
1461,9,9,3,0,0,0,0,0,0,0,0,0,0,0,34739,50462,108253,47271,54,1,50,0.006,209,20,0,0,4,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402
1462,9,9,3,797,2121,2142,1105,581,216,157,146,208,287,14378,34490,55145,128223,69808,227,210,5,0.241,115,0,0,112,1,1,0,159,474,610,604,296,193,84,77,970,0,0,0,0,453
1463,9,9,3,0,0,0,0,0,0,0,0,0,0,15616,34641,53521,96159,44521,1376,0,4,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404
1464,9,9,3,0,0,0,0,0,0,0,0,0,0,15616,34641,53521,96159,44521,191,0,49,0.117,2440,0,629,455,0,1252,105,0,0,0,0,0,0,0,0,0,0,0,0,0,404
1465,9,9,3,0,0,0,0,0,0,0,0,0,0,15616,34641,53521,96159,44521,346,0,3,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404
1466,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4222,51,0,51,0.117,491,9,225,105,0,140,12,0,0,0,0,0,0,0,0,0,0,0,0,0,403
1467,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4222,88,0,88,0.117,651,4,193,115,10,298,32,0,0,0,0,0,0,0,0,0,0,0,0,0,403
1468,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4222,36,0,36,0.117,333,4,85,56,0,173,15,0,0,0,0,0,0,0,0,0,0,0,0,0,403
1469,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4222,32,0,3,0.117,24,5,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403
1470,9,9,3,1327,3125,3219,1402,278,1049,459,244,353,273,13267,34346,54541,109871,47925,98,77,19,0.219,195,3,40,23,1,86,43,315,118,1602,472,713,324,123,110,0,0,0,0,0,422
1471,8,8,3,37,80,80,46,14,23,9,9,9,10,13965,34518,55509,112898,58043,44,1,43,0.170,522,260,229,23,0,3,6,6,11,20,23,21,10,4,17,0,0,0,0,0,390
1472,9,9,3,292,666,706,385,74,218,50,54,104,85,13319,34120,54442,118053,62064,40,9,20,0.088,96,3,18,6,0,58,11,69,97,372,139,30,31,9,42,0,0,0,0,0,426
1473,9,9,3,0,0,0,0,0,0,0,0,0,0,13319,34120,54442,118053,62110,93,6,91,0.088,1415,48,346,95,0,800,126,0,0,0,0,0,0,0,0,0,0,0,0,0,427
1474,9,9,3,0,0,0,0,0,0,0,0,0,0,13319,34120,54442,118053,62110,56,0,56,0.088,479,27,112,26,0,262,53,0,0,0,0,0,0,0,0,0,0,0,0,0,427
1475,9,9,3,72,163,166,95,17,56,12,13,26,21,13319,34120,54442,118053,62064,80,5,55,0.088,1377,48,255,102,0,833,139,12,20,72,47,15,21,8,18,0,0,0,0,0,426
1476,9,9,3,359,819,866,474,79,280,61,66,127,104,13319,34120,54442,118053,62064,36,21,5,0.088,11,0,3,1,0,5,1,63,131,339,258,75,112,21,104,0,0,0,0,0,426
1477,9,9,3,482,1038,1049,675,132,350,86,77,129,189,14181,33984,54766,103382,63335,57,37,13,0.099,783,20,152,41,0,525,45,98,84,543,259,64,48,25,45,0,0,0,0,0,395
1478,9,9,3,283,750,794,368,235,48,92,63,59,70,13279,31964,55567,126319,54173,71,45,6,0.222,27,0,0,26,1,0,0,45,114,194,280,162,62,34,38,162,0,0,0,0,394
1479,9,9,3,241,635,645,313,199,42,78,53,49,59,13279,31964,55567,126319,54173,38,28,9,0.222,361,81,92,0,1,155,32,56,90,254,181,65,59,21,31,0,0,0,0,0,394
1480,9,9,3,85,185,193,96,0,85,28,16,24,18,10654,34655,54878,109917,48107,46,2,41,0.221,1204,703,148,161,0,160,31,4,15,22,80,72,0,0,0,0,0,0,0,0,450
1481,9,9,3,443,1062,1064,634,151,292,96,104,144,99,15709,33926,55668,127442,58063,65,65,1,0.165,94,11,33,30,1,12,8,78,128,366,328,165,87,38,57,0,0,0,0,0,393
1482,9,9,3,486,1293,1307,674,357,129,96,89,127,175,14378,34490,55145,128223,69808,51,45,6,0.241,1247,526,699,8,1,10,3,99,174,489,302,243,98,58,38,0,0,0,0,0,453
1483,9,9,3,143,313,319,163,71,72,48,24,40,31,10654,34655,54878,109917,48107,22,11,11,0.221,136,17,22,31,0,56,10,33,32,155,62,37,21,4,11,0,0,0,0,0,450
1484,9,9,3,408,890,899,462,201,207,136,71,113,86,10654,34655,54878,109917,48107,55,49,6,0.221,25,0,0,0,0,25,0,74,131,357,219,118,61,13,39,558,0,0,0,0,450
1485,9,9,3,491,1478,1491,786,259,232,119,136,138,98,13017,33921,54369,102744,48411,77,62,14,0.120,73,18,48,4,1,0,1,132,254,572,388,145,163,90,127,0,0,0,0,0,424
1486,9,9,3,785,2160,2182,1129,566,219,162,95,214,315,12927,33880,55161,117962,69052,95,76,21,0.187,555,389,29,2,0,10,125,221,362,944,444,211,203,71,99,0,0,0,0,0,459
1487,9,9,3,316,716,716,415,49,267,59,59,109,84,13319,34120,54442,118053,62110,70,3,69,0.088,696,25,128,52,0,421,70,49,79,395,99,94,59,15,49,0,0,0,0,0,427
1488,10,10,3,316,870,879,424,163,153,85,54,78,100,12033,32587,55194,118811,59755,60,12,48,0.155,506,287,136,79,1,1,1,50,224,311,241,53,101,51,43,12,0,0,0,0,483
1489,11,11,3,229,562,569,145,24,205,76,76,56,22,13561,33651,52742,97271,37622,79,4,14,0.346,944,208,223,139,0,356,18,32,77,224,163,71,34,20,25,0,0,0,0,0,566
1490,10,10,3,0,0,0,0,0,0,0,0,0,0,14334,34034,55023,114156,51328,61,0,59,0.136,2668,118,439,327,0,1590,194,0,0,0,0,0,0,0,0,0,0,0,0,0,504
1701,1,1,1,48,76,84,37,1,47,33,9,4,2,9857,31078,55332,133128,23018,20,1,15,0.238,28518,3407,11857,12068,63,470,654,3,6,28,30,17,0,0,0,0,0,0,0,0,1
1702,1,1,1,135,213,236,103,3,132,92,25,11,7,9857,31078,55332,133128,24014,31,1,24,0.238,43948,5251,18274,18600,94,723,1006,8,18,78,83,50,0,0,0,0,0,0,0,0,2
1703,1,1,1,253,401,445,192,6,248,174,46,20,13,9857,31078,55332,133128,23738,15,1,2,0.238,2483,297,1033,1050,5,41,57,16,34,146,155,95,0,0,0,0,0,0,0,0,3
1704,1,1,1,156,250,276,120,4,152,108,28,12,8,9857,31078,55332,133128,23719,19,1,18,0.238,22565,2696,9382,9550,48,371,518,10,20,92,96,58,0,0,0,0,0,0,0,0,4
1705,1,1,1,620,982,1092,473,14,606,427,113,49,31,9857,31078,55332,133128,23663,53,1,15,0.238,16006,1912,6655,6774,35,264,367,38,83,359,381,231,0,0,0,0,0,62,62,0,5
1706,1,1,1,2206,3242,3846,2007,13,2193,1179,654,245,128,12580,34084,55294,108244,29357,29,7,8,0.142,3957,442,3072,401,3,28,11,81,216,2077,988,484,0,0,0,0,0,0,0,0,6
1707,1,1,1,3737,5490,5933,3296,7,3730,2636,726,284,92,11054,31109,51972,118884,20817,45,13,14,0.191,13444,2842,7058,2819,2,425,298,179,398,2388,1981,988,0,0,0,0,0,0,0,0,7
1708,1,1,1,4532,7436,9527,2669,18,4514,3960,364,177,31,9095,32819,52227,137962,13592,50,8,16,0.250,4683,658,2404,1507,3,62,49,385,789,2675,3583,2095,0,0,0,0,0,0,0,0,8
1709,1,1,1,5529,9400,10095,4278,34,5495,4137,885,449,58,10953,31059,52994,95297,18483,112,10,48,0.163,30322,2925,18113,7923,4,866,491,434,993,4397,2816,1455,0,0,0,0,24,1768,1750,18,9
1710,1,1,1,5314,9094,9396,3673,122,5192,3374,937,692,311,10267,31549,50990,113718,25496,74,10,35,0.148,10777,1708,4081,4127,1,573,287,284,796,3710,3514,1092,0,0,0,0,0,594,594,0,10
1711,1,1,1,2919,4999,5165,2019,67,2852,1854,516,380,170,10267,31549,50990,113718,25476,81,13,37,0.148,10345,1641,3917,3962,1,549,275,157,437,2039,1932,601,0,0,0,0,0,0,0,0,11
1712,1,1,1,793,1206,1232,328,3,790,237,184,123,249,11574,33991,61012,125824,60247,53,1,16,0.090,15952,1324,5797,7995,30,373,433,12,15,676,460,70,0,0,0,0,0,4997,2953,2044,12
1713,1,1,1,105,160,164,44,0,105,31,25,16,33,11574,33991,61012,125824,60296,27,1,18,0.090,19983,1660,7265,10014,37,466,541,2,2,90,61,9,0,0,0,0,311,4767,1478,3289,13
1714,1,1,1,490,751,769,206,0,490,146,116,75,153,11574,33991,61012,125824,60464,31,1,26,0.090,32887,2730,11956,16480,61,768,892,8,10,422,286,43,0,0,0,0,0,948,732,216,14
1715,1,1,1,289,440,451,120,1,288,86,68,45,90,11574,33991,61012,125824,60351,29,3,13,0.090,15762,1307,5729,7898,30,370,428,5,6,247,168,26,0,0,0,0,0,0,0,0,15
1716,1,1,1,6133,10074,10602,5487,67,6066,1400,960,1471,2301,9878,33497,54946,143534,74701,123,14,72,0.076,23313,2203,9109,8530,1,2356,1115,243,285,6477,3060,537,0,0,0,0,0,0,0,0,16
1717,1,1,1,4048,6648,6998,3619,46,4002,923,633,972,1520,9878,33497,54946,143534,74721,152,24,37,0.076,9950,940,3888,3640,0,1005,476,160,189,4275,2019,355,0,0,0,0,0,0,0,0,17
1718,1,1,1,1029,1688,2065,753,70,959,220,150,170,490,14649,32974,57055,146047,86728,107,2,50,0.056,6666,510,2274,2424,17,461,980,40,140,1315,496,73,0,0,0,0,0,0,0,0,18
1719,1,1,1,845,1386,1694,617,56,789,180,125,139,401,14649,32974,57055,146047,86753,125,14,74,0.056,10178,780,3472,3700,26,704,1497,32,113,1081,408,59,0,0,0,0,0,0,0,0,19
1720,1,1,1,1990,3303,3613,1235,95,1895,1289,315,173,214,7976,32739,54229,125160,28492,98,15,36,0.394,3580,202,1776,1136,0,258,208,81,188,1056,899,1389,0,0,0,0,0,0,0,0,20
1721,1,1,1,3430,5695,6228,2130,165,3265,2222,543,297,369,7976,32739,54229,125160,28484,79,15,44,0.394,7223,407,3584,2292,1,521,418,139,324,1820,1551,2395,0,0,0,0,0,0,0,0,21
1722,1,1,1,1166,1850,1867,989,59,1107,281,245,227,412,13049,34409,56789,156197,76761,88,9,46,0.317,20793,1771,10362,6986,9,1363,302,30,35,441,842,519,0,0,0,0,0,0,0,0,22
1723,1,1,1,558,885,893,473,28,530,135,118,108,197,13049,34409,56789,156197,76681,91,4,21,0.317,10969,933,5468,3684,4,719,159,14,17,210,403,248,0,0,0,0,0,0,0,0,23
1724,1,1,1,611,978,984,297,0,611,545,43,7,16,9208,30772,61012,137165,14543,39,2,20,0.369,16887,1566,7319,6308,28,764,903,31,43,182,397,329,0,0,0,0,0,0,0,0,24
1725,1,1,1,1529,3340,3346,1002,103,1426,1318,136,48,27,10316,32586,52378,121862,15532,21,4,4,0.410,1772,1056,332,167,0,199,17,114,383,560,982,1306,0,0,0,0,0,0,0,0,25
1726,1,1,1,738,1583,1595,674,32,706,526,105,88,18,10392,32064,52330,98328,20670,13,2,5,0.349,3927,1132,1108,1159,34,374,120,53,163,362,493,524,0,0,0,0,0,0,0,0,26
1727,1,1,1,1517,3129,3130,1410,59,1458,1032,226,121,138,11003,32061,53612,121573,27799,26,8,6,0.369,1721,511,759,125,0,291,35,101,323,681,931,1095,0,0,0,0,0,0,0,0,27
1728,1,1,1,1940,3436,3438,2303,71,1869,551,286,337,766,13897,33371,54452,154675,79406,44,20,5,0.269,674,79,503,68,0,18,6,117,156,1209,1106,850,0,0,0,0,0,0,0,0,28
1729,1,1,1,3231,4892,5137,3356,43,3188,1261,796,684,490,13202,32435,54160,124737,43552,37,15,4,0.184,3316,395,2805,111,0,0,5,110,213,2402,1575,837,0,0,0,0,0,0,0,0,29
1730,1,1,1,4089,6883,7340,3889,24,4065,2373,982,524,210,11901,32648,55704,122924,28205,46,14,10,0.139,2287,912,1051,176,0,40,107,352,653,3401,2069,865,0,0,0,0,0,0,0,0,30
1731,1,1,1,2673,3948,4030,2406,36,2637,1645,590,318,120,11447,32466,51531,90223,24437,32,9,9,0.171,2526,360,1597,544,0,14,11,138,242,1906,1127,617,0,0,0,0,0,0,0,0,31
1732,1,1,1,3091,5182,5200,3539,62,3029,1555,813,394,329,13894,32805,54956,115100,34959,58,21,13,0.212,3016,848,1741,374,1,5,46,128,355,2212,1491,1013,0,0,0,0,0,0,0,0,32
1733,1,1,1,2777,5415,5427,3402,91,2686,1120,623,570,465,13659,32772,54000,123712,44793,59,24,9,0.206,2233,839,814,235,6,325,13,170,414,2288,1532,1023,0,0,0,0,0,0,0,0,33
1734,1,1,1,2763,4550,4550,3179,88,2675,830,471,605,856,12529,34616,53466,130116,61809,60,29,4,0.220,766,377,240,145,1,2,2,106,167,2145,1190,941,0,0,0,0,0,0,0,0,34
1735,1,1,1,2388,4685,4684,2908,215,2173,536,503,405,944,14769,32965,55108,146635,77638,58,30,2,0.236,400,18,138,128,0,110,6,169,409,1729,1356,1021,0,0,0,0,0,0,0,0,35
1736,1,1,1,2818,5683,5684,2187,107,2711,2058,345,226,190,9578,32482,53183,119722,23251,47,14,7,0.380,2922,1271,565,506,1,538,41,200,487,1266,1677,2055,0,0,0,0,0,0,0,0,36
1737,1,1,1,2113,4090,4091,2460,82,2031,1028,403,429,253,11235,33930,55962,109210,36380,43,12,8,0.223,3225,731,1969,317,3,112,94,147,378,1409,1343,814,0,0,0,0,0,362,362,0,37
1738,1,1,1,2585,4735,4750,3284,179,2406,647,439,747,751,13244,34363,55562,141665,66506,83,37,6,0.201,2572,338,1531,647,2,42,13,188,291,1857,1578,836,0,0,0,0,0,0,0,0,38
